"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1552639_at",2.99585017919142,-0.667788620043121,0.181983063403806,-3.66950972004109,0.00024301609807259,0.0165809926623682
"1552848_a_at",4.26333749200357,-0.597509247594051,0.154084247370185,-3.87780878183182,0.000105401507406403,0.00827548807353781
"1553394_a_at",4.90605676636899,1.62971557039059,0.174030797262738,9.36452395796456,7.6393881823192e-21,1.32033755055892e-17
"1553410_a_at",2.43313755978071,0.667315011095062,0.196759932312921,3.3915188079745,0.00069506392429199,0.037943558880948
"1553434_at",4.20770037663995,1.62247806571828,0.166463855299279,9.74672887877843,1.90508039150593e-22,4.17149103060081e-19
"1553542_at",3.62705755897683,0.681157138253946,0.167445733155419,4.06792771256651,4.74330902308332e-05,0.00429161571343427
"1553602_at",6.24133627159344,1.52240421270686,0.218458744661497,6.96884079905263,3.19563065585361e-12,1.42025895654202e-09
"1553603_s_at",6.13321563900807,-0.44322961897438,0.122975002455523,-3.60422533136103,0.000313085348405396,0.0203966048298352
"1553613_s_at",7.49565086996735,-0.860188856418897,0.116245352966589,-7.39976983566928,1.36420744139258e-13,8.02520479030554e-11
"1553798_a_at",2.61886870145289,-0.840712058766833,0.201908521913498,-4.16382652301824,3.12957931366759e-05,0.00306077516299986
"1553962_s_at",5.11462490727645,0.601478106497959,0.137235418153695,4.38281978945365,1.17153017414713e-05,0.00131927686525243
"1553972_a_at",5.56950928877612,-0.549390160827118,0.13232481060973,-4.15183032037319,3.29826773194265e-05,0.00319405219623556
"1554020_at",3.31704900387084,-1.04512574919879,0.181912019824776,-5.7452264573033,9.17980462114929e-09,2.34943389180505e-06
"1554063_at",3.92540658149879,-0.553900100539376,0.158646757981384,-3.49140510393772,0.000480487117504099,0.0286691714438113
"1554242_a_at",2.96804830631106,-0.865754918443488,0.185048828295455,-4.67852148223924,2.88950901483272e-06,0.000394073039137083
"1554712_a_at",4.52855138191129,0.635945889964432,0.1419862563999,4.4789256797736,7.5019645253272e-06,0.00089600736303408
"1555203_s_at",4.02726241386789,0.586412710172993,0.159293800078358,3.68132789778718,0.000232022382010562,0.0160156395176257
"1555416_a_at",3.64958985297192,0.743867801591161,0.162042819457922,4.59056318619735,4.42051606187969e-06,0.00057692125848651
"1555487_a_at",4.52256405810756,-0.700982446104216,0.146409295606014,-4.787827461383,1.68596498236043e-06,0.000248878740879228
"1555788_a_at",2.82100293602896,0.69758683148065,0.186109745221663,3.74825526008754,0.000178068979121851,0.0130940498938594
"1556194_a_at",4.80954159492727,-0.494776275127558,0.144858090247932,-3.41559297296218,0.00063643299141887,0.0354299010222928
"1556420_s_at",4.00447225041172,0.52018976479154,0.156275246360434,3.32867665805352,0.000872596457011586,0.0453129338032341
"1556474_a_at",3.71771053113944,1.42038556961221,0.188091979006037,7.55154779655232,4.30115637990233e-14,2.73428673479791e-11
"1556654_at",4.24137897191874,0.850734608475055,0.154557330814641,5.50433036072118,3.7057408732012e-08,8.39414199864092e-06
"1556655_s_at",4.70856278935679,0.644402255690004,0.1434308825765,4.49277201753471,7.03020338954903e-06,0.000852579804294417
"1556666_a_at",3.75124613659886,0.727677299056438,0.175873855758128,4.13749556987699,3.51117226266905e-05,0.00337534984294727
"1557155_a_at",4.64083618635163,-0.84741322038979,0.144893451998253,-5.84852668428388,4.95946089982939e-09,1.31189390540856e-06
"1557758_at",3.40753339449186,0.586923177082986,0.158929302070652,3.69298278817125,0.000221639029358964,0.0155994298270611
"1558164_s_at",2.45556187817282,-0.709861833935809,0.205702081586778,-3.45092197638431,0.000558675053912146,0.0320239754129644
"1558996_at",5.51409014075401,0.461593160496851,0.131105150666578,3.52078585890771,0.000430269939761403,0.0262112201016321
"1559051_s_at",2.72019558882733,-0.709964715079314,0.189916047377272,-3.73830818871749,0.000185262758731149,0.0134925277438052
"1559078_at",5.52519280384563,-0.614017446528865,0.126255757386568,-4.86328274637704,1.15454736993427e-06,0.0001781478223041
"1559258_a_at",4.55057718915701,-1.15348059424269,0.153784557589852,-7.50062693108017,6.35133197082254e-14,3.91142809840625e-11
"1560527_at",2.6976991067136,-1.18213677320422,0.206775855342724,-5.71699617078053,1.08423559320512e-08,2.72191475608831e-06
"1560813_at",4.06658563121703,0.528541157147412,0.157631608625582,3.35301505678879,0.0007993635786494,0.0423469302269993
"1561443_at",2.34875923662612,0.763248393402415,0.192228221710319,3.97053245674094,7.17121855878366e-05,0.00593794975369536
"1561817_at",4.195838644172,0.977678103736375,0.153675004665906,6.36198518986141,1.99162650287705e-10,7.07188891751314e-08
"1564307_a_at",2.8893307834637,-0.734589324514204,0.179407733620379,-4.09452429775726,4.23036050270716e-05,0.00393243935975707
"1565597_at",3.74554225285192,0.520330230605394,0.15713494697975,3.31135906179069,0.000928439948049792,0.047529249401364
"1566968_at",4.52287797514797,0.60603502356582,0.137155080432627,4.41861155747355,9.9337001794167e-06,0.00114173730057222
"1569112_at",3.26123058849923,0.678817236420574,0.168176674265974,4.03633404800844,5.42928978341939e-05,0.00484140333764008
"1569208_a_at",5.87972888172357,0.458189178587206,0.127561291440974,3.59191392162428,0.00032825828425147,0.0212795592359991
"1569362_at",5.21532749447019,0.59986684596314,0.132421781533371,4.52997111968298,5.89917497725295e-06,0.000733470291966712
"1569872_a_at",3.8748349574749,-0.73173004851602,0.163921517999261,-4.46390478472337,8.04793391069082e-06,0.00094686945419692
"201116_s_at",7.46869055909155,0.500388985441558,0.11570822591426,4.32457572906136,1.52825699689994e-05,0.00164127305928649
"201117_s_at",8.52721329479226,0.379847539595593,0.107806177962357,3.52343016675932,0.000425999340449554,0.0260741802222578
"201124_at",5.44084080648652,0.509429048028802,0.142222493689489,3.58191615695493,0.000341083268083419,0.0218592779320974
"201387_s_at",5.08595387744333,-0.578050486706906,0.144458803066794,-4.00149021336989,6.2944799077509e-05,0.00544058401500206
"201388_at",8.44813548350702,0.362465520817939,0.102906208312003,3.52229011994082,0.000427835657715149,0.026103273395023
"201525_at",7.42985406438874,0.637358909272502,0.119450628379387,5.33575183253273,9.51494666628402e-08,1.95324014533812e-05
"201820_at",4.23474013669582,-0.905357888030447,0.227854159654044,-3.97340952390368,7.08510784277415e-05,0.00589140169863081
"201860_s_at",8.11084688089296,0.398456730218964,0.113093181933061,3.52326040711107,0.00042627231171567,0.0260741802222578
"201884_at",3.35166659782269,2.00649094805166,0.226805837846562,8.84673413657496,9.01177427475149e-19,9.5997316558123e-16
"201942_s_at",4.57336234099246,0.60429219989463,0.139641505096741,4.32745407231172,1.50842785566525e-05,0.00162885412337507
"201951_at",9.83358020681881,0.407889948919437,0.0990005250974595,4.12007864117788,3.78743105839235e-05,0.00358840883979509
"201952_at",11.4159916989946,0.362241356976076,0.0925098620401402,3.91570529873776,9.01403019926916e-05,0.00731026720728384
"202035_s_at",4.81520624301588,-0.93080961303645,0.149569774045152,-6.22324676879875,4.869705282084e-10,1.58623606601701e-07
"202036_s_at",6.98924828462783,-0.963484755735416,0.12751001219435,-7.55614982035198,4.1517560214863e-14,2.68257888247313e-11
"202037_s_at",8.61700830873759,-0.825977887861045,0.11487249470144,-7.19038870016538,6.46071252175878e-13,3.44111518017028e-10
"202094_at",3.80098379860791,-0.61135588385901,0.154208613065259,-3.96447300644805,7.35582695175764e-05,0.00606532559574426
"202134_s_at",4.57873972907664,-0.711453497665744,0.143733292077546,-4.94981703530388,7.42832813264226e-07,0.000120983522735522
"202234_s_at",4.38094181074932,-0.568626765025059,0.151833849624867,-3.74505926333261,0.000180351198016787,0.0132371734052768
"202236_s_at",6.8819290830646,-0.436080934472726,0.118142789540716,-3.69113456833044,0.000223255976693081,0.0156573150629557
"202240_at",3.87427546680219,-0.622842425359011,0.154464379176423,-4.03227222146555,5.5240146436765e-05,0.00490347842010602
"202341_s_at",7.0285837408374,-0.41855362691184,0.114834353120824,-3.64484682098097,0.000267551109365068,0.017903666255543
"202342_s_at",7.10754393720088,-0.412089199637111,0.115178027411344,-3.57784560908813,0.000346437975777173,0.0220846797388469
"202363_at",7.2712674504205,0.421463536227771,0.118768249201496,3.54862127766774,0.000387253620314323,0.0241506553656151
"202431_s_at",10.2500275316411,-0.346987045401691,0.0982151262106913,-3.53292877369351,0.000410983180895006,0.0253497513173643
"202580_x_at",6.62838532553911,-0.442405671598493,0.114957681604766,-3.8484220055822,0.000118881133625693,0.00918741372690799
"202965_s_at",2.99622974689878,-1.03388459988896,0.196621776612089,-5.25824055556516,1.4544019049675e-07,2.69125806020605e-05
"202991_at",8.04830666759652,0.702668007183694,0.106391519222539,6.60454904975956,3.98729182529999e-11,1.54073647061151e-08
"203074_at",7.37144686477574,-0.421584833779798,0.117590143971788,-3.58520552437577,0.000336812855746335,0.0217097487205116
"203108_at",8.3863259916397,0.430958269496282,0.107686835275358,4.00195872034227,6.28202604793483e-05,0.00544058401500206
"203128_at",6.69655393679805,0.405600353389519,0.119399231084972,3.3970097604805,0.00068126536942614,0.0375229446884478
"203263_s_at",5.96430704617843,-0.41551885969314,0.125749925879183,-3.3043268756465,0.000952047566824788,0.0482934398955369
"203418_at",5.31071003906268,-0.454672307397651,0.126309945847023,-3.59965562765987,0.000318638885854632,0.0207241469423671
"203431_s_at",6.20122635416895,0.551733523753332,0.123706752394729,4.46001138234424,8.19553002732149e-06,0.000961364941954909
"203453_at",7.29356890851972,0.748816885438901,0.124859574247481,5.9972724554922,2.00659242495625e-09,5.73334147914952e-07
"203571_s_at",8.44267272078151,0.525964185157338,0.113486483136562,4.63459762449796,3.57632429956485e-06,0.00048273029432551
"203636_at",6.30742881762051,-0.459551460536643,0.124296041023891,-3.69723328877637,0.000217962024553133,0.015395618702038
"203638_s_at",7.47948415370897,-0.717324696070968,0.123373530748859,-5.81425117459891,6.09059060675815e-09,1.60036358783177e-06
"203639_s_at",4.27502123578292,-1.03187793444922,0.173157233813698,-5.95919622716673,2.53481578797681e-09,7.0856191111573e-07
"203649_s_at",3.17141304215187,0.678161247442015,0.185337446333089,3.65906221791371,0.000253139882307308,0.0171725564909815
"203699_s_at",4.04980966957905,0.601152566316321,0.157002295251036,3.828941260732,0.000128695716208269,0.00977343537308812
"203702_s_at",6.33606001663674,-0.423012194722718,0.118213357944367,-3.57837897576511,0.000345731895163548,0.0220846797388469
"203722_at",4.30260944520791,0.838322205936821,0.153198857380299,5.47211787523833,4.44688876035621e-08,9.79160187713294e-06
